Question ID,NetSuite Module,User Question,Clarification Question,Query ID,Live Lookup Field,SQL Query,Available Options,JSON Status,JSON Row Count,JSON Error,JSON Details,JSON Items,Selector Type
q40,Multi-Book,What are the journal entries?,Which book types should I include?,book-types,'primary',"SELECT 'primary' as value, 'Primary Books' as display_value FROM DUAL UNION ALL SELECT 'secondary' as value, 'Secondary Books' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Books' as display_value FROM DUAL","All Books, Primary Books, Secondary Books",success,3,,,"[{""links"": [], ""display_value"": ""All Books"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Primary Books"", ""value"": ""primary""}, {""links"": [], ""display_value"": ""Secondary Books"", ""value"": ""secondary""}]",Checkbox Multi-Select
q41,Multi-Book,What accounting periods are open?,Which book's calendar should I check?,book-calendar,'fiscal',"SELECT 'fiscal' as value, 'Fiscal Calendar' as display_value FROM DUAL UNION ALL SELECT 'tax' as value, 'Tax Calendar' as display_value FROM DUAL UNION ALL SELECT 'reporting' as value, 'Reporting Calendar' as display_value FROM DUAL","Fiscal Calendar, Reporting Calendar, Tax Calendar",success,3,,,"[{""links"": [], ""display_value"": ""Fiscal Calendar"", ""value"": ""fiscal""}, {""links"": [], ""display_value"": ""Reporting Calendar"", ""value"": ""reporting""}, {""links"": [], ""display_value"": ""Tax Calendar"", ""value"": ""tax""}]",Checkbox Multi-Select
q42,Multi-Book,Show currency impact,Which book's currency settings?,book-currency,'functional',"SELECT 'functional' as value, 'Functional Currency' as display_value FROM DUAL UNION ALL SELECT 'reporting' as value, 'Reporting Currency' as display_value FROM DUAL UNION ALL SELECT 'transaction' as value, 'Transaction Currency' as display_value FROM DUAL","Functional Currency, Reporting Currency, Transaction Currency",success,3,,,"[{""links"": [], ""display_value"": ""Functional Currency"", ""value"": ""functional""}, {""links"": [], ""display_value"": ""Reporting Currency"", ""value"": ""reporting""}, {""links"": [], ""display_value"": ""Transaction Currency"", ""value"": ""transaction""}]",Checkbox Multi-Select
q43,Planning & Budgeting,Compare our performance to plan,Which plan should I compare against?,plan-comparison,'budget',"SELECT 'budget' as value, 'Budget' as display_value FROM DUAL UNION ALL SELECT 'forecast' as value, 'Forecast' as display_value FROM DUAL UNION ALL SELECT 'prior_year' as value, 'Prior Year Actual' as display_value FROM DUAL UNION ALL SELECT 'rolling_forecast' as value, 'Rolling Forecast' as display_value FROM DUAL","Budget, Forecast, Prior Year Actual, Rolling Forecast",success,4,,,"[{""links"": [], ""display_value"": ""Budget"", ""value"": ""budget""}, {""links"": [], ""display_value"": ""Forecast"", ""value"": ""forecast""}, {""links"": [], ""display_value"": ""Prior Year Actual"", ""value"": ""prior_year""}, {""links"": [], ""display_value"": ""Rolling Forecast"", ""value"": ""rolling_forecast""}]",Checkbox Multi-Select
q44,Planning & Budgeting,Show the budget,Which budget category?,budget-category,'operating',"SELECT 'operating' as value, 'Operating Budget' as display_value FROM DUAL UNION ALL SELECT 'capital' as value, 'Capital Budget' as display_value FROM DUAL UNION ALL SELECT 'project' as value, 'Project Budget' as display_value FROM DUAL UNION ALL SELECT 'departmental' as value, 'Departmental Budget' as display_value FROM DUAL","Capital Budget, Departmental Budget, Operating Budget, Project Budget",success,4,,,"[{""links"": [], ""display_value"": ""Capital Budget"", ""value"": ""capital""}, {""links"": [], ""display_value"": ""Departmental Budget"", ""value"": ""departmental""}, {""links"": [], ""display_value"": ""Operating Budget"", ""value"": ""operating""}, {""links"": [], ""display_value"": ""Project Budget"", ""value"": ""project""}]",Checkbox Multi-Select
q45,Planning & Budgeting,How was the budget created?,Which planning methodology?,planning-methodology,'top_down',"SELECT 'top_down' as value, 'Top-Down Planning' as display_value FROM DUAL UNION ALL SELECT 'bottom_up' as value, 'Bottom-Up Planning' as display_value FROM DUAL UNION ALL SELECT 'zero_based' as value, 'Zero-Based Budgeting' as display_value FROM DUAL UNION ALL SELECT 'incremental' as value, 'Incremental Budgeting' as display_value FROM DUAL","Bottom-Up Planning, Incremental Budgeting, Top-Down Planning, Zero-Based Budgeting",success,4,,,"[{""links"": [], ""display_value"": ""Bottom-Up Planning"", ""value"": ""bottom_up""}, {""links"": [], ""display_value"": ""Incremental Budgeting"", ""value"": ""incremental""}, {""links"": [], ""display_value"": ""Top-Down Planning"", ""value"": ""top_down""}, {""links"": [], ""display_value"": ""Zero-Based Budgeting"", ""value"": ""zero_based""}]",Checkbox Multi-Select
q46,Planning & Budgeting,What's the forecast?,Which forecast version?,forecast-version,'latest',"SELECT 'latest' as value, 'Latest Forecast' as display_value FROM DUAL UNION ALL SELECT 'approved' as value, 'Approved Forecast' as display_value FROM DUAL UNION ALL SELECT 'working' as value, 'Working Version' as display_value FROM DUAL UNION ALL SELECT 'scenario' as value, 'Scenario Version' as display_value FROM DUAL","Approved Forecast, Latest Forecast, Scenario Version, Working Version",success,4,,,"[{""links"": [], ""display_value"": ""Approved Forecast"", ""value"": ""approved""}, {""links"": [], ""display_value"": ""Latest Forecast"", ""value"": ""latest""}, {""links"": [], ""display_value"": ""Scenario Version"", ""value"": ""scenario""}, {""links"": [], ""display_value"": ""Working Version"", ""value"": ""working""}]",Checkbox Multi-Select
q47,Financial Analysis,Show budget variance,What should drive the variance calculation?,variance-calculation,'price',"SELECT 'price' as value, 'Price Variance' as display_value FROM DUAL UNION ALL SELECT 'volume' as value, 'Volume Variance' as display_value FROM DUAL UNION ALL SELECT 'mix' as value, 'Mix Variance' as display_value FROM DUAL UNION ALL SELECT 'total' as value, 'Total Variance' as display_value FROM DUAL","Mix Variance, Price Variance, Total Variance, Volume Variance",success,4,,,"[{""links"": [], ""display_value"": ""Mix Variance"", ""value"": ""mix""}, {""links"": [], ""display_value"": ""Price Variance"", ""value"": ""price""}, {""links"": [], ""display_value"": ""Total Variance"", ""value"": ""total""}, {""links"": [], ""display_value"": ""Volume Variance"", ""value"": ""volume""}]",Radio Buttons
q48,Inventory Management,Show inventory levels,Which item types should I include?,item-types,itemtype,"SELECT DISTINCT i.itemtype as value, CASE i.itemtype WHEN 'InvtPart' THEN 'Inventory Items' WHEN 'NonInvtPart' THEN 'Non-Inventory Items' WHEN 'Service' THEN 'Service Items' WHEN 'Assembly' THEN 'Assembly Items' WHEN 'Kit' THEN 'Kit Items' WHEN 'Group' THEN 'Group Items' ELSE i.itemtype END as display_value FROM item i","Discount, Group, Inventory Item, Kit, Non-Inventory Item, Other Charge, Service",success,7,,,"[{""links"": [], ""display_value"": ""Discount"", ""value"": ""Discount""}, {""links"": [], ""display_value"": ""Group"", ""value"": ""Group""}, {""links"": [], ""display_value"": ""Inventory Item"", ""value"": ""InvtPart""}, {""links"": [], ""display_value"": ""Kit"", ""value"": ""Kit""}, {""links"": [], ""display_value"": ""Non-Inventory Item"", ""value"": ""NonInvtPart""}, {""links"": [], ""display_value"": ""Other Charge"", ""value"": ""OthCharge""}, {""links"": [], ""display_value"": ""Service"", ""value"": ""Service""}]",Dropdown Multi-Select
q49,Inventory Management,Show product variations,How should I handle matrix items?,matrix-items,'parent',"SELECT 'parent' as value, 'Parent Item Only' as display_value FROM DUAL UNION ALL SELECT 'children' as value, 'Child Items Only' as display_value FROM DUAL UNION ALL SELECT 'both' as value, 'Parent and Children' as display_value FROM DUAL UNION ALL SELECT 'aggregate' as value, 'Aggregated View' as display_value FROM DUAL","Aggregated View, Parent and Children, Child Items Only, Parent Item Only",success,4,,,"[{""links"": [], ""display_value"": ""Aggregated View"", ""value"": ""aggregate""}, {""links"": [], ""display_value"": ""Parent and Children"", ""value"": ""both""}, {""links"": [], ""display_value"": ""Child Items Only"", ""value"": ""children""}, {""links"": [], ""display_value"": ""Parent Item Only"", ""value"": ""parent""}]",Radio Buttons
q50,Inventory Management,Track inventory items,What tracking method do you need?,tracking-methods,'none',"SELECT 'none' as value, 'No special tracking' as display_value FROM DUAL UNION ALL SELECT 'serial' as value, 'Serial number tracking' as display_value FROM DUAL UNION ALL SELECT 'lot' as value, 'Lot/batch tracking' as display_value FROM DUAL","Lot/batch tracking, No special tracking, Serial number tracking",success,3,,,"[{""links"": [], ""display_value"": ""Lot/batch tracking"", ""value"": ""lot""}, {""links"": [], ""display_value"": ""No special tracking"", ""value"": ""none""}, {""links"": [], ""display_value"": ""Serial number tracking"", ""value"": ""serial""}]",Radio Buttons
q51,Inventory Management,What's in stock?,Which locations should I check?,locations,value,"SELECT l.name as display_value, l.id as value FROM location l WHERE ROWNUM <= 100","2Flow, Academy Crests, Australia, Belfast, Blanchardstown Centre, Bleckmann Aussie, Bleckmann Australia, Bleckmann BE, Bleckmann BE Miscellaneous, Bleckmann BE Quarantine, Bleckmann Ohio, Bleckmann Swindon, Bleckmann UK, Bleckmann UK Miscellaneous, Bleckmann UK Quarantine, Crescent Centre, Digme, Dundrum Town Centre, EU, Events IE, Events UK, Galway, Headquarters, Headquarters UK, Ireland Quarantine, Jervis Centre, Kildare B Stock, Kildare Village, Lifestyle Sports B2B, Lifestyle Sports B2B Miscellaneous, Lifestyle Sports FC, LSS Returns, Lifestyle Hold, Lifestyle Quarantine, Lifestyle Sports FC Miscellaneous, Liffey Valley, Liverpool, Mahon Point, Manchester, Meteor Space, Meteor Space Miscellaneous, Meteor Space Quarantine, Otrium, PCH China, PCH China Quarantine, PCH-UK, Swords Pavillon, The Very Group, UK, Westfield London, Wholesale, Wholesale UK, Wholesale UK Future",success,53,,,"[{""links"": [], ""display_value"": ""2Flow"", ""value"": ""208""}, {""links"": [], ""display_value"": ""Academy Crests"", ""value"": ""242""}, {""links"": [], ""display_value"": ""Australia"", ""value"": ""15""}, {""links"": [], ""display_value"": ""Belfast"", ""value"": ""9""}, {""links"": [], ""display_value"": ""Blanchardstown Centre"", ""value"": ""6""}, {""links"": [], ""display_value"": ""Bleckmann Aussie"", ""value"": ""239""}, {""links"": [], ""display_value"": ""Bleckmann Australia"", ""value"": ""248""}, {""links"": [], ""display_value"": ""Bleckmann BE"", ""value"": ""101""}, {""links"": [], ""display_value"": ""Bleckmann BE Miscellaneous"", ""value"": ""230""}, {""links"": [], ""display_value"": ""Bleckmann BE Quarantine"", ""value"": ""203""}, {""links"": [], ""display_value"": ""Bleckmann Ohio"", ""value"": ""202""}, {""links"": [], ""display_value"": ""Bleckmann Swindon"", ""value"": ""201""}, {""links"": [], ""display_value"": ""Bleckmann UK"", ""value"": ""103""}, {""links"": [], ""display_value"": ""Bleckmann UK Miscellaneous"", ""value"": ""229""}, {""links"": [], ""display_value"": ""Bleckmann UK Quarantine"", ""value"": ""211""}, {""links"": [], ""display_value"": ""Crescent Centre"", ""value"": ""3""}, {""links"": [], ""display_value"": ""Digme"", ""value"": ""213""}, {""links"": [], ""display_value"": ""Dundrum Town Centre"", ""value"": ""1""}, {""links"": [], ""display_value"": ""EU"", ""value"": ""13""}, {""links"": [], ""display_value"": ""Events IE"", ""value"": ""210""}, {""links"": [], ""display_value"": ""Events UK"", ""value"": ""209""}, {""links"": [], ""display_value"": ""Galway"", ""value"": ""11""}, {""links"": [], ""display_value"": ""Headquarters"", ""value"": ""236""}, {""links"": [], ""display_value"": ""Headquarters UK"", ""value"": ""238""}, {""links"": [], ""display_value"": ""Ireland Quarantine"", ""value"": ""215""}, {""links"": [], ""display_value"": ""Jervis Centre"", ""value"": ""214""}, {""links"": [], ""display_value"": ""Kildare B Stock"", ""value"": ""240""}, {""links"": [], ""display_value"": ""Kildare Village"", ""value"": ""5""}, {""links"": [], ""display_value"": ""Lifestyle Sports B2B"", ""value"": ""226""}, {""links"": [], ""display_value"": ""Lifestyle Sports B2B Miscellaneous"", ""value"": ""234""}, {""links"": [], ""display_value"": ""Lifestyle Sports FC"", ""value"": ""219""}, {""links"": [], ""display_value"": ""LSS Returns"", ""value"": ""237""}, {""links"": [], ""display_value"": ""Lifestyle Hold"", ""value"": ""227""}, {""links"": [], ""display_value"": ""Lifestyle Quarantine"", ""value"": ""228""}, {""links"": [], ""display_value"": ""Lifestyle Sports FC Miscellaneous"", ""value"": ""235""}, {""links"": [], ""display_value"": ""Liffey Valley"", ""value"": ""4""}, {""links"": [], ""display_value"": ""Liverpool"", ""value"": ""10""}, {""links"": [], ""display_value"": ""Mahon Point"", ""value"": ""2""}, {""links"": [], ""display_value"": ""Manchester"", ""value"": ""8""}, {""links"": [], ""display_value"": ""Meteor Space"", ""value"": ""244""}, {""links"": [], ""display_value"": ""Meteor Space Miscellaneous"", ""value"": ""246""}, {""links"": [], ""display_value"": ""Meteor Space Quarantine"", ""value"": ""247""}, {""links"": [], ""display_value"": ""Otrium"", ""value"": ""212""}, {""links"": [], ""display_value"": ""PCH China"", ""value"": ""102""}, {""links"": [], ""display_value"": ""PCH China Quarantine"", ""value"": ""204""}, {""links"": [], ""display_value"": ""PCH-UK"", ""value"": ""104""}, {""links"": [], ""display_value"": ""Swords Pavillon"", ""value"": ""205""}, {""links"": [], ""display_value"": ""The Very Group"", ""value"": ""231""}, {""links"": [], ""display_value"": ""UK"", ""value"": ""14""}, {""links"": [], ""display_value"": ""Westfield London"", ""value"": ""7""}, {""links"": [], ""display_value"": ""Wholesale"", ""value"": ""249""}, {""links"": [], ""display_value"": ""Wholesale UK"", ""value"": ""232""}, {""links"": [], ""display_value"": ""Wholesale UK Future"", ""value"": ""243""}]",Scrollable Multi-Select
q52,Inventory Management,How much inventory do we have?,Which quantity measure do you need?,quantity-types,'onhand',"SELECT 'onhand' as value, 'On Hand' as display_value FROM DUAL UNION ALL SELECT 'available' as value, 'Available' as display_value FROM DUAL UNION ALL SELECT 'backordered' as value, 'Backordered' as display_value FROM DUAL UNION ALL SELECT 'onorder' as value, 'On Order' as display_value FROM DUAL","Available, Backordered, On Hand, On Order",success,4,,,"[{""links"": [], ""display_value"": ""Available"", ""value"": ""available""}, {""links"": [], ""display_value"": ""Backordered"", ""value"": ""backordered""}, {""links"": [], ""display_value"": ""On Hand"", ""value"": ""onhand""}, {""links"": [], ""display_value"": ""On Order"", ""value"": ""onorder""}]",Checkbox Multi-Select
q53,Inventory Management,What inventory is reserved?,Which reservation type?,reservation-type,'hard',"SELECT 'hard' as value, 'Hard Reservations' as display_value FROM DUAL UNION ALL SELECT 'soft' as value, 'Soft Reservations' as display_value FROM DUAL UNION ALL SELECT 'both' as value, 'All Reservations' as display_value FROM DUAL","All Reservations, Hard Reservations, Soft Reservations",success,3,,,"[{""links"": [], ""display_value"": ""All Reservations"", ""value"": ""both""}, {""links"": [], ""display_value"": ""Hard Reservations"", ""value"": ""hard""}, {""links"": [], ""display_value"": ""Soft Reservations"", ""value"": ""soft""}]",Checkbox Multi-Select
